ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
PCL_INDV:CS202211210_4815	MouseBrain 04815 - CS202211210_4815	4815 SPVI-SPVC Sall3 Gly-Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5444		CS202211210_4815		4815 SPVI-SPVC Sall3 Gly-Gaba		MouseBrain 04815			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114815			
PCL_INDV:CS202211210_4816	MouseBrain 04816 - CS202211210_4816	4816 SPVI-SPVC Sall3 Gly-Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5444		CS202211210_4816		4816 SPVI-SPVC Sall3 Gly-Gaba		MouseBrain 04816			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114816			
PCL_INDV:CS202211210_4817	MouseBrain 04817 - CS202211210_4817	4817 SPVI-SPVC Sall3 Gly-Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5444		CS202211210_4817		4817 SPVI-SPVC Sall3 Gly-Gaba		MouseBrain 04817			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114817			
PCL_INDV:CS202211210_4818	MouseBrain 04818 - CS202211210_4818	4818 SPVI-SPVC Sall3 Gly-Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5444		CS202211210_4818		4818 SPVI-SPVC Sall3 Gly-Gaba		MouseBrain 04818			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114818			
PCL_INDV:CS202211210_4819	MouseBrain 04819 - CS202211210_4819	4819 SPVI-SPVC Sall3 Gly-Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5444		CS202211210_4819		4819 SPVI-SPVC Sall3 Gly-Gaba		MouseBrain 04819			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114819			
PCL_INDV:CS202211210_4820	MouseBrain 04820 - CS202211210_4820	4820 SPVI-SPVC Sall3 Gly-Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5444		CS202211210_4820		4820 SPVI-SPVC Sall3 Gly-Gaba		MouseBrain 04820			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114820			
PCL_INDV:CS202211210_4821	MouseBrain 04821 - CS202211210_4821	4821 SPVI-SPVC Sall3 Gly-Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5444		CS202211210_4821		4821 SPVI-SPVC Sall3 Gly-Gaba		MouseBrain 04821			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114821			
PCL_INDV:CS202211210_4822	MouseBrain 04822 - CS202211210_4822	4822 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4822		4822 NTS Dbh Glut		MouseBrain 04822			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114822			
PCL_INDV:CS202211210_4823	MouseBrain 04823 - CS202211210_4823	4823 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4823		4823 NTS Dbh Glut		MouseBrain 04823			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114823			
PCL_INDV:CS202211210_4824	MouseBrain 04824 - CS202211210_4824	4824 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4824		4824 NTS Dbh Glut		MouseBrain 04824			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114824			
PCL_INDV:CS202211210_4825	MouseBrain 04825 - CS202211210_4825	4825 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4825		4825 NTS Dbh Glut		MouseBrain 04825			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114825			
PCL_INDV:CS202211210_4826	MouseBrain 04826 - CS202211210_4826	4826 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4826		4826 NTS Dbh Glut		MouseBrain 04826			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114826			
PCL_INDV:CS202211210_4827	MouseBrain 04827 - CS202211210_4827	4827 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4827		4827 NTS Dbh Glut		MouseBrain 04827			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114827			
PCL_INDV:CS202211210_4828	MouseBrain 04828 - CS202211210_4828	4828 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4828		4828 NTS Dbh Glut		MouseBrain 04828			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114828			
PCL_INDV:CS202211210_4829	MouseBrain 04829 - CS202211210_4829	4829 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4829		4829 NTS Dbh Glut		MouseBrain 04829			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114829			
PCL_INDV:CS202211210_4830	MouseBrain 04830 - CS202211210_4830	4830 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4830		4830 NTS Dbh Glut		MouseBrain 04830			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114830			
PCL_INDV:CS202211210_4831	MouseBrain 04831 - CS202211210_4831	4831 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4831		4831 NTS Dbh Glut		MouseBrain 04831			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114831			
PCL_INDV:CS202211210_4832	MouseBrain 04832 - CS202211210_4832	4832 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4832		4832 NTS Dbh Glut		MouseBrain 04832			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114832			
PCL_INDV:CS202211210_4833	MouseBrain 04833 - CS202211210_4833	4833 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4833		4833 NTS Dbh Glut		MouseBrain 04833			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114833			
PCL_INDV:CS202211210_4834	MouseBrain 04834 - CS202211210_4834	4834 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4834		4834 NTS Dbh Glut		MouseBrain 04834			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114834			
PCL_INDV:CS202211210_4835	MouseBrain 04835 - CS202211210_4835	4835 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4835		4835 NTS Dbh Glut		MouseBrain 04835			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114835			
PCL_INDV:CS202211210_4836	MouseBrain 04836 - CS202211210_4836	4836 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4836		4836 NTS Dbh Glut		MouseBrain 04836			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114836			
PCL_INDV:CS202211210_4837	MouseBrain 04837 - CS202211210_4837	4837 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4837		4837 NTS Dbh Glut		MouseBrain 04837			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114837			
PCL_INDV:CS202211210_4838	MouseBrain 04838 - CS202211210_4838	4838 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4838		4838 NTS Dbh Glut		MouseBrain 04838			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114838			
PCL_INDV:CS202211210_4839	MouseBrain 04839 - CS202211210_4839	4839 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4839		4839 NTS Dbh Glut		MouseBrain 04839			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114839			
PCL_INDV:CS202211210_4840	MouseBrain 04840 - CS202211210_4840	4840 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4840		4840 NTS Dbh Glut		MouseBrain 04840			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114840			
PCL_INDV:CS202211210_4841	MouseBrain 04841 - CS202211210_4841	4841 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4841		4841 NTS Dbh Glut		MouseBrain 04841			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114841			
PCL_INDV:CS202211210_4842	MouseBrain 04842 - CS202211210_4842	4842 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4842		4842 NTS Dbh Glut		MouseBrain 04842			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114842			
PCL_INDV:CS202211210_4843	MouseBrain 04843 - CS202211210_4843	4843 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4843		4843 NTS Dbh Glut		MouseBrain 04843			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114843			
PCL_INDV:CS202211210_4844	MouseBrain 04844 - CS202211210_4844	4844 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4844		4844 NTS Dbh Glut		MouseBrain 04844			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114844			
PCL_INDV:CS202211210_4845	MouseBrain 04845 - CS202211210_4845	4845 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4845		4845 NTS Dbh Glut		MouseBrain 04845			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114845			
PCL_INDV:CS202211210_4846	MouseBrain 04846 - CS202211210_4846	4846 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4846		4846 NTS Dbh Glut		MouseBrain 04846			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114846			
PCL_INDV:CS202211210_4847	MouseBrain 04847 - CS202211210_4847	4847 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4847		4847 NTS Dbh Glut		MouseBrain 04847			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114847			
PCL_INDV:CS202211210_4848	MouseBrain 04848 - CS202211210_4848	4848 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4848		4848 NTS Dbh Glut		MouseBrain 04848			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114848			
PCL_INDV:CS202211210_4849	MouseBrain 04849 - CS202211210_4849	4849 NTS Dbh Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5445		CS202211210_4849		4849 NTS Dbh Glut		MouseBrain 04849			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114849			
PCL_INDV:CS202211210_4850	MouseBrain 04850 - CS202211210_4850	4850 DMX Tbx20 Chol	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5446		CS202211210_4850		4850 DMX Tbx20 Chol		MouseBrain 04850			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114850			
PCL_INDV:CS202211210_4851	MouseBrain 04851 - CS202211210_4851	4851 DMX Tbx20 Chol	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5446		CS202211210_4851		4851 DMX Tbx20 Chol		MouseBrain 04851			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114851			
PCL_INDV:CS202211210_4852	MouseBrain 04852 - CS202211210_4852	4852 DMX Tbx20 Chol	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5446		CS202211210_4852		4852 DMX Tbx20 Chol		MouseBrain 04852			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114852			
PCL_INDV:CS202211210_4853	MouseBrain 04853 - CS202211210_4853	4853 DMX Tbx20 Chol	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5446		CS202211210_4853		4853 DMX Tbx20 Chol		MouseBrain 04853			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114853			
PCL_INDV:CS202211210_4854	MouseBrain 04854 - CS202211210_4854	4854 DMX Tbx20 Chol	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5446		CS202211210_4854		4854 DMX Tbx20 Chol		MouseBrain 04854			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114854			
PCL_INDV:CS202211210_4855	MouseBrain 04855 - CS202211210_4855	4855 DMX Tbx20 Chol	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5446		CS202211210_4855		4855 DMX Tbx20 Chol		MouseBrain 04855			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114855			
PCL_INDV:CS202211210_4856	MouseBrain 04856 - CS202211210_4856	4856 PAG Ucn Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5502|PCL_INDV:CS202211210_5717	PAG Ucn Glut	CS202211210_4856		4856 PAG Ucn Glut	PAG Ucn Glut	MouseBrain 04856		PAG Ucn Glut	Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114856			
PCL_INDV:CS202211210_4857	MouseBrain 04857 - CS202211210_4857	4857 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4857		4857 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04857			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114857			
PCL_INDV:CS202211210_4858	MouseBrain 04858 - CS202211210_4858	4858 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4858		4858 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04858			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114858			
PCL_INDV:CS202211210_4859	MouseBrain 04859 - CS202211210_4859	4859 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4859		4859 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04859			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114859			
PCL_INDV:CS202211210_4860	MouseBrain 04860 - CS202211210_4860	4860 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4860		4860 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04860			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114860			
PCL_INDV:CS202211210_4861	MouseBrain 04861 - CS202211210_4861	4861 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4861		4861 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04861			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114861			
PCL_INDV:CS202211210_4862	MouseBrain 04862 - CS202211210_4862	4862 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4862		4862 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04862			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114862			
PCL_INDV:CS202211210_4863	MouseBrain 04863 - CS202211210_4863	4863 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4863		4863 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04863			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114863			
PCL_INDV:CS202211210_4864	MouseBrain 04864 - CS202211210_4864	4864 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4864		4864 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04864			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114864			
PCL_INDV:CS202211210_4865	MouseBrain 04865 - CS202211210_4865	4865 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4865		4865 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04865			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114865			
PCL_INDV:CS202211210_4866	MouseBrain 04866 - CS202211210_4866	4866 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4866		4866 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04866			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114866			
PCL_INDV:CS202211210_4867	MouseBrain 04867 - CS202211210_4867	4867 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4867		4867 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04867			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114867			
PCL_INDV:CS202211210_4868	MouseBrain 04868 - CS202211210_4868	4868 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4868		4868 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04868			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114868			
PCL_INDV:CS202211210_4869	MouseBrain 04869 - CS202211210_4869	4869 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4869		4869 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04869			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114869			
PCL_INDV:CS202211210_4870	MouseBrain 04870 - CS202211210_4870	4870 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4870		4870 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04870			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114870			
PCL_INDV:CS202211210_4871	MouseBrain 04871 - CS202211210_4871	4871 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4871		4871 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04871			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114871			
PCL_INDV:CS202211210_4872	MouseBrain 04872 - CS202211210_4872	4872 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4872		4872 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04872			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114872			
PCL_INDV:CS202211210_4873	MouseBrain 04873 - CS202211210_4873	4873 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4873		4873 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04873			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114873			
PCL_INDV:CS202211210_4874	MouseBrain 04874 - CS202211210_4874	4874 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4874		4874 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04874			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114874			
PCL_INDV:CS202211210_4875	MouseBrain 04875 - CS202211210_4875	4875 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4875		4875 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04875			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114875			
PCL_INDV:CS202211210_4876	MouseBrain 04876 - CS202211210_4876	4876 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4876		4876 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04876			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114876			
PCL_INDV:CS202211210_4877	MouseBrain 04877 - CS202211210_4877	4877 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4877		4877 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04877			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114877			
PCL_INDV:CS202211210_4878	MouseBrain 04878 - CS202211210_4878	4878 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4878		4878 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04878			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114878			
PCL_INDV:CS202211210_4879	MouseBrain 04879 - CS202211210_4879	4879 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4879		4879 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04879			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114879			
PCL_INDV:CS202211210_4880	MouseBrain 04880 - CS202211210_4880	4880 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4880		4880 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04880			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114880			
PCL_INDV:CS202211210_4881	MouseBrain 04881 - CS202211210_4881	4881 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4881		4881 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04881			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114881			
PCL_INDV:CS202211210_4882	MouseBrain 04882 - CS202211210_4882	4882 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4882		4882 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04882			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114882			
PCL_INDV:CS202211210_4883	MouseBrain 04883 - CS202211210_4883	4883 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4883		4883 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04883			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114883			
PCL_INDV:CS202211210_4884	MouseBrain 04884 - CS202211210_4884	4884 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4884		4884 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04884			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114884			
PCL_INDV:CS202211210_4885	MouseBrain 04885 - CS202211210_4885	4885 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4885		4885 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04885			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114885			
PCL_INDV:CS202211210_4886	MouseBrain 04886 - CS202211210_4886	4886 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4886		4886 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04886			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114886			
PCL_INDV:CS202211210_4887	MouseBrain 04887 - CS202211210_4887	4887 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4887		4887 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04887			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114887			
PCL_INDV:CS202211210_4888	MouseBrain 04888 - CS202211210_4888	4888 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4888		4888 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04888			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114888			
PCL_INDV:CS202211210_4889	MouseBrain 04889 - CS202211210_4889	4889 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4889		4889 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04889			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114889			
PCL_INDV:CS202211210_4890	MouseBrain 04890 - CS202211210_4890	4890 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4890		4890 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04890			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114890			
PCL_INDV:CS202211210_4891	MouseBrain 04891 - CS202211210_4891	4891 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4891		4891 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04891			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114891			
PCL_INDV:CS202211210_4892	MouseBrain 04892 - CS202211210_4892	4892 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4892		4892 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04892			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114892			
PCL_INDV:CS202211210_4893	MouseBrain 04893 - CS202211210_4893	4893 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4893		4893 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04893			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114893			
PCL_INDV:CS202211210_4894	MouseBrain 04894 - CS202211210_4894	4894 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4894		4894 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04894			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114894			
PCL_INDV:CS202211210_4895	MouseBrain 04895 - CS202211210_4895	4895 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4895		4895 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04895			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114895			
PCL_INDV:CS202211210_4896	MouseBrain 04896 - CS202211210_4896	4896 SNc-VTA-RAmb Foxa1 Dopa	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5447		CS202211210_4896		4896 SNc-VTA-RAmb Foxa1 Dopa		MouseBrain 04896			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0114896			
