cluster_id	cluster_label	supertype_id	supertype_label	supertype_id_label	subclass_id	subclass_label	subclass_id_label	class_id	class_label	class_id_label	division_id	division_label	division_id_label	neighborhood	nt_type_label	nt_type_combo_label	nt.markers	np.markers	combo.markers	top.markers	tentative_anatomical_annotation	max_dissection_region	cluster_size	size.10xv2	size.10xv3	F	M	sex bias	Dark	Light	gene.counts.10xv2	gene.counts.10xv3	umi.counts.10xv2	umi.counts.10xv3	qc.score.10xv2	qc.score.10xv3	taxonomy_id	cell_set_accession.cluster	cell_set_accession.supertype	cell_set_accession.subclass	cell_set_accession.class	cell_set_accession.division
4120	4120 PPN-CUN-PAG Pax5 Sox21 Gaba_1	803	PPN-CUN-PAG Pax5 Sox21 Gaba_1	0803 PPN-CUN-PAG Pax5 Sox21 Gaba_1	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:7.8	Sst:5.8,Pnoc:5.5	Has2os,Pax5,Calcr,Sncg	Has2os,Sox21,Pax5	PAG ve	MB	134	0	134	0.71	0.29		0.08	0.92		6960.79850746269		30699.0820895522		385.423149675367	CCN202212150	CS202212150_4120	CS202212150_5927	CS202212150_6295	CS202212150_6366	CS202212150_6377
4121	4121 PPN-CUN-PAG Pax5 Sox21 Gaba_1	803	PPN-CUN-PAG Pax5 Sox21 Gaba_1	0803 PPN-CUN-PAG Pax5 Sox21 Gaba_1	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:7.9	Penk:3.9	Aqp6,Cnga3,Pax5	Aqp6,Cubn,Nppa	PAG ve	MB	67	0	67	0.7	0.3		0.15	0.85		7627.07462686567		34450.671641791		386.676853486645	CCN202212150	CS202212150_4121	CS202212150_5927	CS202212150_6295	CS202212150_6366	CS202212150_6377
4122	4122 PPN-CUN-PAG Pax5 Sox21 Gaba_1	803	PPN-CUN-PAG Pax5 Sox21 Gaba_1	0803 PPN-CUN-PAG Pax5 Sox21 Gaba_1	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:7.8	Pnoc:5	Prokr1,Cxcl14,Pax5,Gpr101	Prokr1,Aqp6,Cubn	PAG ve	MB	206	0	206	0.61	0.39		0.16	0.84		7164.20873786408		31054.4951456311		380.040100980318	CCN202212150	CS202212150_4122	CS202212150_5927	CS202212150_6295	CS202212150_6366	CS202212150_6377
4123	4123 PPN-CUN-PAG Pax5 Sox21 Gaba_2	804	PPN-CUN-PAG Pax5 Sox21 Gaba_2	0804 PPN-CUN-PAG Pax5 Sox21 Gaba_2	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8	Pnoc:3	Gm4675,Npsr1,Tnfrsf11b,Galr1	Gm4675,Otx1,Sox21	PAG CUN	MB	58	0	58	0.64	0.36		0.17	0.83		7037.60344827586		33387.7413793103		383.39619284275	CCN202212150	CS202212150_4123	CS202212150_5928	CS202212150_6295	CS202212150_6366	CS202212150_6377
4124	4124 PPN-CUN-PAG Pax5 Sox21 Gaba_2	804	PPN-CUN-PAG Pax5 Sox21 Gaba_2	0804 PPN-CUN-PAG Pax5 Sox21 Gaba_2	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:7.8	Pnoc:5.2	Otx1,Tnfrsf11b,Bves,1700012B09Rik	Otx1,Pax5,Tnfrsf11b	PAG CUN	MB	90	0	90	0.7	0.3		0.25	0.75		7077.3		32571.6444444444		390.692654523212	CCN202212150	CS202212150_4124	CS202212150_5928	CS202212150_6295	CS202212150_6366	CS202212150_6377
4125	4125 PPN-CUN-PAG Pax5 Sox21 Gaba_2	804	PPN-CUN-PAG Pax5 Sox21 Gaba_2	0804 PPN-CUN-PAG Pax5 Sox21 Gaba_2	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8	Pnoc:4.2,Penk:3.2	Col4a4,Met,Trbc2,Arpp21	Col4a4,Pax5,Otx1	PAG CUN	MB	128	0	128	0.62	0.38		0.15	0.85		6911.03125		29352.2421875		384.683448056919	CCN202212150	CS202212150_4125	CS202212150_5928	CS202212150_6295	CS202212150_6366	CS202212150_6377
4126	4126 PPN-CUN-PAG Pax5 Sox21 Gaba_2	804	PPN-CUN-PAG Pax5 Sox21 Gaba_2	0804 PPN-CUN-PAG Pax5 Sox21 Gaba_2	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8.2	Pnoc:5.8	Prokr1,Prss35,Prox1	Prokr1,Otx1,Prss35	PAG CUN	MB	39	0	39	0.79	0.21		0	1		7495.28205128205		35470.0769230769		385.553295033674	CCN202212150	CS202212150_4126	CS202212150_5928	CS202212150_6295	CS202212150_6366	CS202212150_6377
4127	4127 PPN-CUN-PAG Pax5 Sox21 Gaba_2	804	PPN-CUN-PAG Pax5 Sox21 Gaba_2	0804 PPN-CUN-PAG Pax5 Sox21 Gaba_2	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:7.7	Penk:6.6	Otx1,Prox1,Trhr,Gria3	Otx1,Pax5,Tal1	PAG CUN	MB	228	0	228	0.59	0.41		0.19	0.81		6782.38596491228		28698.9956140351		378.323829802133	CCN202212150	CS202212150_4127	CS202212150_5928	CS202212150_6295	CS202212150_6366	CS202212150_6377
4128	4128 PPN-CUN-PAG Pax5 Sox21 Gaba_3	805	PPN-CUN-PAG Pax5 Sox21 Gaba_3	0805 PPN-CUN-PAG Pax5 Sox21 Gaba_3	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:7.9	Pnoc:5.8	Otx1,Npffr2,Aqp6,Col23a1	Otx1,Ttn,Npbwr1	PAG ve PPN	MB	172	0	172	0.63	0.37		0.35	0.65		7015.6976744186		31050.1918604651		367.512776850703	CCN202212150	CS202212150_4128	CS202212150_5929	CS202212150_6295	CS202212150_6366	CS202212150_6377
4129	4129 PPN-CUN-PAG Pax5 Sox21 Gaba_3	805	PPN-CUN-PAG Pax5 Sox21 Gaba_3	0805 PPN-CUN-PAG Pax5 Sox21 Gaba_3	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8.7	Pnoc:4.4	Gm4675,Hck,C1ql1	Gm4675,Pdzk1ip1,6430710C18Rik	PAG ve PPN	MB	31	0	31	0.58	0.42		0.52	0.48		9454.93548387097		76922.2903225807		424.51514112323	CCN202212150	CS202212150_4129	CS202212150_5929	CS202212150_6295	CS202212150_6366	CS202212150_6377
4130	4130 PPN-CUN-PAG Pax5 Sox21 Gaba_3	805	PPN-CUN-PAG Pax5 Sox21 Gaba_3	0805 PPN-CUN-PAG Pax5 Sox21 Gaba_3	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:7.9	Pnoc:5.1,Penk:3.5	Otx1,Npffr2,Trhr,Stac	Otx1,Pax8,Npffr2	PAG ve PPN	MB	104	0	104	0.63	0.37		0.14	0.86		7092.25961538462		32601.7019230769		374.849658937853	CCN202212150	CS202212150_4130	CS202212150_5929	CS202212150_6295	CS202212150_6366	CS202212150_6377
4131	4131 PPN-CUN-PAG Pax5 Sox21 Gaba_3	805	PPN-CUN-PAG Pax5 Sox21 Gaba_3	0805 PPN-CUN-PAG Pax5 Sox21 Gaba_3	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:7.9	Pnoc:3.2	Gm4675,Adgrg6,Ltbp1,Tacr1	Gm4675,Otx1,Sox21	PAG ve PPN	MB	40	0	40	0.79	0.21		0	1		6892.75		31899.4		383.41124067358	CCN202212150	CS202212150_4131	CS202212150_5929	CS202212150_6295	CS202212150_6366	CS202212150_6377
4132	4132 PPN-CUN-PAG Pax5 Sox21 Gaba_3	805	PPN-CUN-PAG Pax5 Sox21 Gaba_3	0805 PPN-CUN-PAG Pax5 Sox21 Gaba_3	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8.4	Pnoc:5.4	Gm4675,Prss35,Npr3	Gm4675,Chrnb3,Agtr1a	PAG ve PPN	MB	65	0	65	0.46	0.54		0.08	0.92		8032.03076923077		45029.8615384615		398.133753379136	CCN202212150	CS202212150_4132	CS202212150_5929	CS202212150_6295	CS202212150_6366	CS202212150_6377
4133	4133 PPN-CUN-PAG Pax5 Sox21 Gaba_4	806	PPN-CUN-PAG Pax5 Sox21 Gaba_4	0806 PPN-CUN-PAG Pax5 Sox21 Gaba_4	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8.7	Sst:5.7	Gm4675,Clic5,Galr1	Gm4675,Sox21,Pax5	PAG	MB	53	0	53	0.64	0.36		0.25	0.75		8330.7358490566		59444.5660377359		408.321698735262	CCN202212150	CS202212150_4133	CS202212150_5930	CS202212150_6295	CS202212150_6366	CS202212150_6377
4134	4134 PPN-CUN-PAG Pax5 Sox21 Gaba_4	806	PPN-CUN-PAG Pax5 Sox21 Gaba_4	0806 PPN-CUN-PAG Pax5 Sox21 Gaba_4	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8.7	Pnoc:6.2,Sst:3.8	Lcp1,Sp9,Glp1r	Lcp1,Pax5,Mc4r	PAG	MB	54	0	54	0.6	0.4		0.18	0.82		8076.14814814815		48290.7777777778		404.087725524742	CCN202212150	CS202212150_4134	CS202212150_5930	CS202212150_6295	CS202212150_6366	CS202212150_6377
4135	4135 PPN-CUN-PAG Pax5 Sox21 Gaba_4	806	PPN-CUN-PAG Pax5 Sox21 Gaba_4	0806 PPN-CUN-PAG Pax5 Sox21 Gaba_4	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8.6	Pnoc:5.2	Gm4675,Pax2,Fibcd1,Gpr101	Gm4675,Otx1,Pax8	PPN	MB	27	0	27	0.91	0.09		0	1		7218.77777777778		38122.9259259259		408.412883669232	CCN202212150	CS202212150_4135	CS202212150_5930	CS202212150_6295	CS202212150_6366	CS202212150_6377
4136	4136 PPN-CUN-PAG Pax5 Sox21 Gaba_4	806	PPN-CUN-PAG Pax5 Sox21 Gaba_4	0806 PPN-CUN-PAG Pax5 Sox21 Gaba_4	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8.4	NA	Gm4675,2610028E06Rik,Cd44	Gm4675,2610028E06Rik,Gm16294	PPN RR VTA	MB	67	0	67	0.65	0.35		0.39	0.61		8438.76119402985		52614.5671641791		412.49475384101	CCN202212150	CS202212150_4136	CS202212150_5930	CS202212150_6295	CS202212150_6366	CS202212150_6377
4137	4137 PPN-CUN-PAG Pax5 Sox21 Gaba_4	806	PPN-CUN-PAG Pax5 Sox21 Gaba_4	0806 PPN-CUN-PAG Pax5 Sox21 Gaba_4	205	PPN-CUN-PAG Pax5 Sox21 Gaba	205 PPN-CUN-PAG Pax5 Sox21 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:18,MB-HB-Gaba:18	GABA	Gaba	Slc32a1:8.8	NA	Gm4675,B230110G15Rik,Scn5a,Gm16294	Gm4675,B230110G15Rik,Gm16294	PAG MRN PPN	MB	79	0	79	0.65	0.35		0.31	0.69		8165.73417721519		52636.4810126582		403.65054229409	CCN202212150	CS202212150_4137	CS202212150_5930	CS202212150_6295	CS202212150_6366	CS202212150_6377
4138	4138 SNr Six3 Gaba	807	SNr Six3 Gaba	0807 SNr Six3 Gaba	206	SNr Six3 Gaba	206 SNr Six3 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:3,MB-HB-Gaba:3	GABA	Gaba	Slc32a1:8.9	NA	Colq,Six3,Grem1	Colq,Cubn,Otx1	SNr	MB	257	0	257	0.49	0.51		0.27	0.73		8093.02723735409		48052.3579766537		407.881110645745	CCN202212150	CS202212150_4138	CS202212150_5931	CS202212150_5931	CS202212150_6366	CS202212150_6377
4139	4139 SNr Six3 Gaba	807	SNr Six3 Gaba	0807 SNr Six3 Gaba	206	SNr Six3 Gaba	206 SNr Six3 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:3,MB-HB-Gaba:3	GABA	Gaba	Slc32a1:8.7	NA	Otx1,Six3,Npas1,Adarb2	Otx1,Gata3,Ctxn3	SNr	MB	1046	1	1045	0.59	0.41		0.22	0.78	4379	8092.55789473684	10031	46913.1138755981	377.24837157922	406.913071894334	CCN202212150	CS202212150_4139	CS202212150_5931	CS202212150_5931	CS202212150_6366	CS202212150_6377
4140	4140 SNr Six3 Gaba	807	SNr Six3 Gaba	0807 SNr Six3 Gaba	206	SNr Six3 Gaba	206 SNr Six3 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:3,MB-HB-Gaba:3	GABA	Gaba	Slc32a1:8.2	NA	Ano1,Gata3,Kcnj2,Rgma	Ano1,Gchfr,Tal1	SNr	MB	74	1	73	0.53	0.47		0.13	0.87	4106	7475.84931506849	9941	37126.0684931507	329.100557387225	397.472646149662	CCN202212150	CS202212150_4140	CS202212150_5931	CS202212150_5931	CS202212150_6366	CS202212150_6377
4141	4141 IC Six3 En2 Gaba_1	808	IC Six3 En2 Gaba_1	0808 IC Six3 En2 Gaba_1	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:8.3	Npy:7.9,Penk:6,Pnoc:5.8	Sox21,Npy,Pou6f2,Lhfp	Sox21,Npy,Otx2os1	IC (Annotator MK)	MB	128	3	125	0.54	0.46		0.34	0.66	3483.33333333333	6498.176	7377.33333333333	27968.152	306.841595523466	383.143593181017	CCN202212150	CS202212150_4141	CS202212150_5932	CS202212150_6296	CS202212150_6366	CS202212150_6377
4142	4142 IC Six3 En2 Gaba_1	808	IC Six3 En2 Gaba_1	0808 IC Six3 En2 Gaba_1	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:8	Npy:9.3,Sst:7.7,Pnoc:6.6	Cdh3,Sox14,Six3	Cdh3,Gm47757,Sox14	IC (Annotator MK)	MB	81	2	79	0.52	0.48		0	1	3899	6811.83544303797	9674.5	31446.9746835443	396.656095765794	391.042917686486	CCN202212150	CS202212150_4142	CS202212150_5932	CS202212150_6296	CS202212150_6366	CS202212150_6377
4143	4143 IC Six3 En2 Gaba_1	808	IC Six3 En2 Gaba_1	0808 IC Six3 En2 Gaba_1	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:8.4	Npy:8.6,Pnoc:4.7	Pla2g5,Npffr2	Pla2g5,Gna14,Gm16294	IC (Annotator MK)	MB	102	5	97	0.52	0.48		0.35	0.65	3570	6526.98969072165	8039.4	28723.9175257732	351.913915782259	391.04214931604	CCN202212150	CS202212150_4143	CS202212150_5932	CS202212150_6296	CS202212150_6366	CS202212150_6377
4144	4144 IC Six3 En2 Gaba_1	808	IC Six3 En2 Gaba_1	0808 IC Six3 En2 Gaba_1	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:7.9	Pnoc:5.4,Npy:5	Gchfr,Sox14,Npy,Angpt1	Gchfr,Sox14,Gm47757	IC (Annotator MK)	MB	114	6	108	0.44	0.56		0.46	0.54	3652.66666666667	6401.25	8440.5	27149.1944444444	350.293255997116	382.315396918649	CCN202212150	CS202212150_4144	CS202212150_5932	CS202212150_6296	CS202212150_6366	CS202212150_6377
4145	4145 IC Six3 En2 Gaba_1	808	IC Six3 En2 Gaba_1	0808 IC Six3 En2 Gaba_1	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:8.7	Cck:7.1	Pla2g5,Gal,Gata3	Pla2g5,Sox21,Pygm	IC (Annotator MK)	MB	206	11	195	0.41	0.59		0.35	0.65	3731.63636363636	6310.92820512821	8730.72727272727	27836.6205128205	387.00932790006	404.447162056087	CCN202212150	CS202212150_4145	CS202212150_5932	CS202212150_6296	CS202212150_6366	CS202212150_6377
4146	4146 IC Six3 En2 Gaba_1	808	IC Six3 En2 Gaba_1	0808 IC Six3 En2 Gaba_1	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:8.8	Npy:6.1,Pnoc:5.4	Spp1,Otx2,Six3	Spp1,Lrrc38,Sox21	IC (Annotator MK)	MB	110	8	102	0.42	0.58		0.7	0.3	3326.375	7061.08823529412	7172.75	36712.4607843137	371.834006533898	419.782266562757	CCN202212150	CS202212150_4146	CS202212150_5932	CS202212150_6296	CS202212150_6366	CS202212150_6377
4147	4147 IC Six3 En2 Gaba_1	808	IC Six3 En2 Gaba_1	0808 IC Six3 En2 Gaba_1	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:8.5	Cck:6.1,Gal:3.3	Sox21,Tmem215,Tpbg	Sox21,Gm47757,Sox14	IC (Annotator MK)	MB	146	8	138	0.54	0.46		0.22	0.78	3805.375	6522.76086956522	8905.25	28901.8985507246	353.442404366629	380.009415525028	CCN202212150	CS202212150_4147	CS202212150_5932	CS202212150_6296	CS202212150_6366	CS202212150_6377
4148	4148 IC Six3 En2 Gaba_1	808	IC Six3 En2 Gaba_1	0808 IC Six3 En2 Gaba_1	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:7.9	Pnoc:5.4,Penk:4.8	Otx1,Gm43948,Bmp3,Onecut1	Otx1,Gchfr,Sox14	IC (Annotator MK)	MB	93	1	92	0.54	0.46		0.31	0.69	4541	6635.65217391304	12115	29612.9673913043	345.305244360975	370.720193248782	CCN202212150	CS202212150_4148	CS202212150_5932	CS202212150_6296	CS202212150_6366	CS202212150_6377
4149	4149 IC Six3 En2 Gaba_1	808	IC Six3 En2 Gaba_1	0808 IC Six3 En2 Gaba_1	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:8.4	Sst:5.3,Pnoc:5.1,Npy:5.1,Penk:4.2	Cd40,Sox21,Gm47757,Bcl11a	Cd40,Sox21,Gm47757	IC (Annotator MK)	MB	80	5	75	0.6	0.4		0.35	0.65	3585.2	7078.93333333333	8336.4	34614.4933333333	332.033678384702	395.223474454341	CCN202212150	CS202212150_4149	CS202212150_5932	CS202212150_6296	CS202212150_6366	CS202212150_6377
4150	4150 IC Six3 En2 Gaba_2	809	IC Six3 En2 Gaba_2	0809 IC Six3 En2 Gaba_2	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA-Glyc	Glyc-Gaba	Slc32a1:7.7,Slc6a5:4.8	NA	Cubn,Slc6a5,Scn7a	Cubn,Otx1,Pax5	PAG or IC ve	MB	46	0	46	0.56	0.44		0.11	0.89		7094.86956521739		31859.9347826087		374.246551283472	CCN202212150	CS202212150_4150	CS202212150_5933	CS202212150_6296	CS202212150_6366	CS202212150_6377
4151	4151 IC Six3 En2 Gaba_2	809	IC Six3 En2 Gaba_2	0809 IC Six3 En2 Gaba_2	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:8.2	Pnoc:5,Sst:4.2	Sox21,Fibcd1,Six3,C1ql1	Sox21,Pax8,Gm4675	PAG or IC ve	MB	108	0	108	0.64	0.36		0.18	0.82		7258.9537037037		34725.4814814815		394.286108127405	CCN202212150	CS202212150_4151	CS202212150_5933	CS202212150_6296	CS202212150_6366	CS202212150_6377
4152	4152 IC Six3 En2 Gaba_2	809	IC Six3 En2 Gaba_2	0809 IC Six3 En2 Gaba_2	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:7.8	Pnoc:6.6,Sst:5.1	Chrnb3,Nkx2-2,H2-Q2	Chrnb3,Otx1,Pax8	PAG or IC ve	MB	112	0	112	0.6	0.4		0.24	0.76		7352.375		36318.6607142857		390.955817034204	CCN202212150	CS202212150_4152	CS202212150_5933	CS202212150_6296	CS202212150_6366	CS202212150_6377
4153	4153 IC Six3 En2 Gaba_2	809	IC Six3 En2 Gaba_2	0809 IC Six3 En2 Gaba_2	207	IC Six3 En2 Gaba	207 IC Six3 En2 Gaba	20	MB GABA	20 MB GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	MB-HB:47,MB-HB-Gaba:47	GABA	Gaba	Slc32a1:8	Pnoc:7,Sst:6.9,Npy:4.5,Penk:3.7	Otx2os1,Pax8,Ppp1r17,Egflam	Otx2os1,Otx1,Pax8	PAG or IC ve	MB	377	2	375	0.62	0.38		0.18	0.82	5497.5	6890.184	16204.5	29994.9386666667	383.237524948531	377.000251772153	CCN202212150	CS202212150_4153	CS202212150_5933	CS202212150_6296	CS202212150_6366	CS202212150_6377
